3525.5369,13850.98788
3525.55892,13850.99706
3525.57986,13851.00276
3525.59306,13851.00936
3525.63278,13851.0351
3525.63944,13851.04344
3525.67832,13851.07374
3525.69524,13851.09144
3525.70334,13851.10212
3525.70592,13851.10386
3525.71198,13851.11256
3525.71546,13851.1209
3525.71426,13851.1233
3525.71222,13851.12426
3525.71342,13851.13182
3525.7097 , 13851.1383
3525.70778,13851.13992
3525.70562,13851.14166
3525.7319 , 13851.18312
3525.74168,13851.20214
3525.74576,13851.21096
3525.75152,13851.22992
3525.75794,13851.25998
3525.76148,13851.28872
3525.76334,13851.31548
3525.7607 , 13851.33876
3525.75266,13851.37704
3525.70718,13851.50406
3525.70556,13851.51846
3525.71528,13851.55728
3525.7187 , 13851.57426
3525.71684,13851.62772
3525.71186,13851.63444
3525.70898,13851.65274
3525.7061 , 13851.65784
3525.69458,13851.67164
3525.68306,13851.69606
3525.67886,13851.72666
3525.6773 , 13851.76266
3525.68072,13851.79092
3525.68048,13851.8115
3525.67766,13851.8337
3525.66842,13851.86526
3525.65846,13851.87384
3525.64748,13851.94206
3525.64328,13852.06242
3525.63938,13852.1139
3525.63446,13852.1361
3525.62942,13852.17114
3525.61976,13852.24326
3525.61478,13852.28322
3525.6131 , 13852.3125
3525.60368,13852.3317
3525.58904,13852.42884
3525.49526,13852.66824
3525.44756,13852.79046
3525.40466,13852.86246
3525.38846,13852.88046
3525.29504,13853.00646
3525.27044,13853.08104
3525.2663 , 13853.12664
3525.27446,13853.27544
3525.28748,13853.42064
3525.31166,13853.53716
3525.33518,13853.59056
3525.3761 , 13853.69358
3525.3971 , 13853.7129
3525.44954,13853.82876
3525.48314,13853.86482
3525.48632,13853.86356
3525.48632,13853.86086
3525.4859 , 13853.85906
3525.47426,13853.83026
3525.47462,13853.82264
3525.47684,13853.81886
3525.48038,13853.81544
3525.48722,13853.81208
3525.49418,13853.80884
3525.49574,13853.8053
3525.49496,13853.80014
3525.49394,13853.79834
3525.46526,13853.77338
3525.44984,13853.74464
3525.44642,13853.72658
3525.42782,13853.68986
3525.42704,13853.68446
3525.43808,13853.64996
3525.43706,13853.64642
3525.40586,13853.63964
3525.4019 , 13853.62902
3525.40322,13853.62032
3525.41372,13853.61036
3525.41738,13853.60424
3525.46094,13853.57814
3525.46826,13853.5743
3525.48374,13853.57718
3525.49712,13853.58264
3525.54536,13853.61582
3525.56978,13853.63484
3525.57452,13853.64222
3525.59498,13853.68536
3525.63146,13853.69856
3525.69128,13853.72784
3525.70946,13853.73942
3525.71912,13853.7507
3525.7307 , 13853.79642
3525.7307 , 13853.80446
3525.72494,13853.87784
3525.71846,13853.89326
3525.68522,13853.94528
3525.65408,13853.97228
3525.63206,13853.98212
3525.6221 , 13853.99346
3525.5969 , 13854.00306
3525.54968,13854.04746
3525.47264,13854.05106
3525.46028,13854.03882
3525.45032,13854.03366
3525.44306,13854.03492
3525.38732,13854.07152
3525.36002,13854.07536
3525.31808,13854.08436
3525.26666,13854.04572
3525.26474,13854.04326
3525.25424,13854.03024
3525.25064,13854.02736
3525.24842,13854.02718
3525.24224,13854.02442
3525.22964,13854.01152
3525.21758,13853.99544
3525.21338,13853.98626
3525.21182,13853.98416
3525.20918,13853.98188
3525.20666,13853.98044
3525.2051 , 13853.97672
3525.17966,13853.95566
3525.17456,13853.95404
3525.16682,13853.94552
3525.15224,13853.94006
3525.1499 , 13853.94012
3525.14192,13853.93448
3525.11606,13853.90538
3525.0737 , 13853.87112
3524.95328,13853.77146
3524.90738,13853.72562
3524.88716,13853.7063
3524.8769 , 13853.6919
3524.85926,13853.66358
3524.84438,13853.60646
3524.82668,13853.54352
3524.81066,13853.50146
3524.80832,13853.48958
3524.8085 , 13853.486400
3524.8079 , 13853.48238
3524.78102,13853.44446
3524.75804,13853.40888
3524.75108,13853.38974
3524.7497 , 13853.38392
3524.74574,13853.375400
3524.74196,13853.3685
3524.73734,13853.36286
3524.73404,13853.35512
3524.73272,13853.350200
3524.72294,13853.33682
3524.71562,13853.32338
3524.71244,13853.31516
3524.71232,13853.30694
3524.71322,13853.30316
3524.7131 , 13853.2995
3524.71166,13853.29416
3524.70962,13853.28996
3524.70758,13853.28744
3524.68982,13853.27256
3524.67398,13853.25786
3524.65796,13853.23908
3524.65346,13853.23386
3524.64572,13853.22102
3524.61062,13853.16312
3524.59658,13853.13924
3524.57858,13853.10816
3524.55446,13853.06586
3524.54168,13853.04342
3524.5313 , 13853.02014
3524.52866,13853.00826
3524.5271 , 13853.00364
3524.52446,13852.99806
3524.52086,13852.98756
3524.51882,13852.97898
3524.5199 , 13852.96536
3524.51942,13852.95768
3524.51726,13852.94922
3524.51216,13852.89426
3524.51468,13852.87476
3524.5157 , 13852.86876
3524.51732,13852.86396
3524.52128,13852.8573
3524.52188,13852.85544
3524.52254,13852.85106
3524.52272,13852.84536
3524.52248,13852.84338
3524.51924,13852.83372
3524.51858,13852.82886
3524.51774,13852.82556
3524.5175 , 13852.81914
3524.51624,13852.80834
3524.51468,13852.78968
3524.51546,13852.77378
3524.51618,13852.77042
3524.5253 , 13852.74732
3524.52572,13852.7457
3524.52572,13852.74366
3524.52524,13852.73964
3524.52566,13852.73616
3524.52722,13852.72908
3524.52854,13852.72524
3524.52956,13852.72308
3524.53286,13852.71954
3524.53622,13852.71726
3524.53724,13852.71576
3524.53646,13852.70808
3524.53532,13852.70502
3524.53232,13852.69044
3524.53172,13852.68666
3524.53226,13852.67898
3524.52926,13852.65438
3524.5289 , 13852.65336
3524.5169 , 13852.63212
3524.51186,13852.61196
3524.50874,13852.59756
3524.50442,13852.57722
3524.49644,13852.55052
3524.49458,13852.54302
3525.52526, 13850.98668
3525.52328, 13850.98572
3525.52046, 13850.98428
3525.51782, 13850.98308
3525.51536, 13850.9823
3525.51374, 13850.98188
3525.51266, 13850.98158
3525.51092, 13850.98104
3525.50948, 13850.98086
3525.50492, 13850.98026
3525.50054, 13850.97978
3525.49646, 13850.97936
3525.4943 ,  13850.97912
3525.49226, 13850.97858
3525.48962, 13850.97792
3525.48566, 13850.97696
3525.48164, 13850.97666
3525.46964, 13850.97642
3525.4637 ,  13850.97642
3525.46286, 13850.97654
3525.46184, 13850.97696
3525.46028, 13850.97744
3525.45848, 13850.9787
3525.45758, 13850.97948
3525.45656, 13850.98038
3525.45488, 13850.98134
3525.45332, 13850.98206
3525.44996, 13850.98386
3525.44258, 13850.98764
3525.4259 ,  13850.99592
3525.42416, 13850.99706
3525.42314, 13850.99766
3525.42152, 13850.99886
3525.42026, 13850.99988
3525.41846, 13851.0015
3525.41588, 13851.00366
3525.41366, 13851.00576
3525.41132, 13851.00786
3525.40886, 13851.00996
3525.40466, 13851.01284
3525.4025 ,  13851.01434
3525.40046, 13851.01548
3525.39908, 13851.01602
3525.39752, 13851.01668
3525.3965 ,  13851.01716
3525.39506, 13851.01818
3525.39404, 13851.01896
3525.39218, 13851.02034
3525.3893 ,  13851.0225
3525.38816, 13851.02346
3525.38726, 13851.02442
3525.38546, 13851.02778
3525.38414, 13851.03018
3525.38288, 13851.03282
3525.38246, 13851.0345
3525.38204, 13851.03528
3525.38078, 13851.03744
3525.37952, 13851.0393
3525.37376, 13851.04362
3525.37316, 13851.04476
3525.37226, 13851.04662
3525.36722, 13851.05592
3525.36686, 13851.0567
3525.36314, 13851.05994
3525.36098, 13851.06066
3525.35684, 13851.06174
3525.35498, 13851.06288
3525.35438, 13851.06336
3525.35018, 13851.06738
3525.34472, 13851.07326
3525.33848, 13851.0801
3525.33104, 13851.08826
3525.32732, 13851.09366
3525.32432, 13851.0981
3525.32402, 13851.09858
3525.31904, 13851.10392
3525.31346, 13851.10974
3525.3101 ,  13851.11142
3525.30662, 13851.11286
3525.3041 ,  13851.11364
3525.30206, 13851.11562
3525.29114, 13851.12888
3525.27368, 13851.15066
3525.25154, 13851.17766
3525.25064, 13851.17886
3525.24698, 13851.18234
3525.24146, 13851.18756
3525.23594, 13851.19296
3525.2249 ,  13851.20784
3525.21974, 13851.21486
3525.21746, 13851.21762
3525.19826, 13851.23814
3525.18224, 13851.25506
3525.16706, 13851.2715
3525.16196, 13851.27678
3525.1589 ,  13851.28044
3525.15284, 13851.28824
3525.1517 ,  13851.28962
3525.15128, 13851.28998
3525.14912, 13851.29208
3525.1445 ,  13851.29628
3525.13802, 13851.30222
3525.13358, 13851.30642
3525.12734, 13851.31206
3525.12374, 13851.31542
3525.12218, 13851.31686
3525.11456, 13851.32658
3525.11078, 13851.33162
3525.10454, 13851.33882
3525.10298, 13851.34062
3525.09866, 13851.34398
3525.09776, 13851.34506
3525.09476, 13851.34866
3525.0917 ,  13851.35232
3525.09002, 13851.35442
3525.08828, 13851.35706
3525.08684, 13851.35988
3525.08414, 13851.36966
3525.08384, 13851.37026
3525.08306, 13851.37176
3525.07556, 13851.37842
3525.06194, 13851.39492
3525.05336, 13851.40518
3525.05228, 13851.40656
3525.04628, 13851.41622
3525.04352, 13851.42408
3525.04268, 13851.42516
3525.02036, 13851.45246
3525.0167 ,  13851.45948
3525.01184, 13851.47238
3525.0107 ,  13851.47526
3525.00992, 13851.47646
3524.99612, 13851.50226
3524.99426, 13851.5043
3524.9879 ,  13851.51126
3524.98568, 13851.5127
3524.98196, 13851.51504
3524.96066, 13851.52458
3524.95064, 13851.53082
3524.91428, 13851.55632
3524.90954, 13851.55974
3524.90378, 13851.5673
3524.90324, 13851.56826
3524.89448, 13851.57702
3524.89334, 13851.57846
3524.89142, 13851.58212
3524.88998, 13851.5853
3524.8883 ,  13851.58908
3524.88692, 13851.59106
3524.88146, 13851.59592
3524.87528, 13851.60564
3524.87234, 13851.62886
3524.86994, 13851.64914
3524.8703 ,  13851.65502
3524.87234, 13851.66126
3524.87366, 13851.66654
3524.87438, 13851.70026
3524.87486, 13851.70728
3524.88002, 13851.7335
3524.88026, 13851.73458
3524.87996, 13851.73656
3524.87858, 13851.74124
3524.87678, 13851.74466
3524.87492, 13851.74682
3524.87366, 13851.74808
3524.87096, 13851.74922
3524.86634, 13851.75084
3524.86328, 13851.75102
3524.86172, 13851.75108
3524.85494, 13851.74994
3524.85068, 13851.7473
3524.84666, 13851.74382
3524.84012, 13851.74022
3524.83022, 13851.73566
3524.81606, 13851.73086
3524.80538, 13851.72966
3524.79098, 13851.7263
3524.74976, 13851.72474
3524.74208, 13851.72474
3524.73794, 13851.72636
3524.71508, 13851.74088
3524.69972, 13851.74976
3524.68226, 13851.7629
3524.66324, 13851.77904
3524.64722, 13851.80382
3524.63708, 13851.82326
3524.61998, 13851.85824
3524.60138, 13851.89394
3524.58476, 13851.92214
3524.56784, 13851.94554
3524.54186, 13851.99186
3524.52824, 13852.02144
3524.51876, 13852.05402
3524.51294, 13852.06518
3524.50388, 13852.09092
3524.5019 ,  13852.1013
3524.4983 ,  13852.11276
3524.49704, 13852.11732
3524.49482, 13852.13424
3524.49224, 13852.1427
3524.48936, 13852.18938
3524.49224, 13852.20402
3524.49296, 13852.21326
3524.48954, 13852.23678
3524.4887 ,  13852.24392
3524.48912, 13852.25484
3524.4875 ,  13852.26876
3524.48798, 13852.27296
3524.48732, 13852.28256
3524.48954, 13852.30104
3524.48876, 13852.30746
3524.48798, 13852.32786
3524.48882, 13852.34292
3524.49206, 13852.35678
3524.4929 ,  13852.37016
3524.49824, 13852.39236
3524.4977 ,  13852.39386
3524.49314, 13852.39956
3524.48786, 13852.4127
3524.48432, 13852.42374
3524.48372, 13852.43766
3524.48384, 13852.44684
3524.48336, 13852.4595
3524.48486, 13852.46964
3524.48558, 13852.5015
3524.48912, 13852.51512
3524.49254, 13852.52784
3524.49392, 13852.53216
3524.49446, 13852.53954
